1400.0000 -1169.110146 1400
1380.0000 -1158.553383 1380
1360.0000 -1146.807962 1360
1340.0000 -1133.823955 1340
1320.0000 -1119.580308 1320
1300.0000 -1103.899881 1300
1280.0000 -1086.745007 1280
1260.0000 -1067.984931 1260
1240.0000 -1047.511925 1240
1220.0000 -1025.143074 1220
1200.0000 -1000.760948 1200
1180.0000 -974.269569 1180
1160.0000 -945.586311 1160
1140.0000 -914.415852 1140
1120.0000 -880.610654 1120
1100.0000 -844.006661 1100
1080.0000 -804.388252 1080
1060.0000 -761.510448 1060
1040.0000 -715.296321 1040
1020.0000 -665.312510 1020
1000.0000 -611.302155 1000
