1400.0000 -1165.549935 1400
1380.0000 -1154.474507 1380
1360.0000 -1142.169703 1360
1340.0000 -1128.663130 1340
1320.0000 -1113.738205 1320
1300.0000 -1097.415269 1300
1280.0000 -1079.522677 1280
1260.0000 -1060.029898 1260
1240.0000 -1038.761980 1240
1220.0000 -1015.639294 1220
1200.0000 -990.439383 1200
1180.0000 -963.084272 1180
1160.0000 -933.385049 1160
1140.0000 -901.190044 1140
1120.0000 -866.346043 1120
1100.0000 -828.669488 1100
1080.0000 -787.903436 1080
1060.0000 -743.809298 1060
1040.0000 -701.547854 1040
1020.0000 -650.867618 1020
1000.0000 -596.171169 1000
