1400.0000 -1251.481108 1400
1380.0000 -1243.513514 1380
1360.0000 -1234.362002 1360
1340.0000 -1224.132883 1340
1320.0000 -1212.558522 1320
1300.0000 -1199.710292 1300
1280.0000 -1185.358273 1280
1260.0000 -1169.476869 1260
1240.0000 -1151.820639 1240
1220.0000 -1132.363225 1220
1200.0000 -1110.915713 1200
1180.0000 -1087.420086 1180
1160.0000 -1061.694030 1160
1140.0000 -1033.458347 1140
1120.0000 -1002.722289 1120
1100.0000 -969.134005 1100
1080.0000 -932.527720 1080
1060.0000 -892.672104 1060
1040.0000 -849.291499 1040
1020.0000 -802.112928 1020
1000.0000 -750.834601 1000
