1300.0000 -950.776406 336 -1.8450 1300
1280.0000 -950.718647 142 7.5568 1280
1260.0000 -949.972596 124 -9.4231 1260
1240.0000 -948.287274 161 0.0181 1240
1220.0000 -947.683051 107 4.0319 1220
1200.0000 -946.790875 116 -3.7664 1200
1180.0000 -945.487755 73 -2.6115 1180
1160.0000 -943.491540 99 -6.3466 1160
1140.0000 -940.587291 168 5.8893 1140
1120.0000 -938.196576 129 -7.7478 1120
1100.0000 -935.262424 87 -0.2797 1100
1080.0000 -931.766406 79 0.4372 1080
1060.0000 -928.992032 124 -0.0747 1060
1040.0000 -924.186848 116 -2.3261 1040
1020.0000 -919.237818 91 8.0797 1020
1000.0000 -913.076689 183 2.0766 1000
