1300.0000 -945.365371 1000 -6.4805 1300
1280.0000 -953.735582 23 129.6298 1280
1260.0000 -953.900865 10 128.5993 1260
1240.0000 -953.593793 12 126.9112 1240
1220.0000 -952.955545 8 125.5283 1220
1200.0000 -951.914905 12 124.8065 1200
1180.0000 -950.622544 8 123.0795 1180
1160.0000 -951.352444 1000 72.0000 1160
1140.0000 -950.333146 1000 72.0000 1140
1120.0000 -948.576486 19 72.0000 1120
1100.0000 -946.339043 6 72.0000 1100
1080.0000 -943.563775 7 72.0000 1080
1060.0000 -940.085037 10 60.6349 1060
1040.0000 -936.715085 6 60.0127 1040
1020.0000 -932.367009 6 59.9473 1020
1000.0000 -926.848944 29 51.9504 1000
