1400.0000 -985.563287 174 -16.9262 1400
1380.0000 -984.910122 111 -1.3344 1380
1360.0000 -984.428042 110 -2.1739 1360
1340.0000 -982.979295 248 -11.6820 1340
1320.0000 -983.554499 98 9.6365 1320
1300.0000 -983.965792 97 -12.0444 1300
1280.0000 -983.020372 73 -1.9267 1280
1260.0000 -982.361782 125 8.3125 1260
1240.0000 -980.700987 86 -21.9337 1240
1220.0000 -980.377565 109 4.8035 1220
1200.0000 -978.606617 77 3.9459 1200
1180.0000 -976.855690 122 13.1908 1180
1160.0000 -975.807291 117 2.1235 1160
1140.0000 -972.695227 147 -6.1133 1140
1120.0000 -971.246274 117 -0.0393 1120
1100.0000 -968.908030 132 -3.7835 1100
1080.0000 -965.353982 68 2.0557 1080
1060.0000 -961.918167 113 -8.3315 1060
1040.0000 -957.559220 109 3.6583 1040
1020.0000 -952.361383 113 1.7632 1020
1000.0000 -946.847112 83 22.0098 1000
