1400.0000 -982.075000 247 8.3826 1400
1380.0000 -980.949045 309 4.3451 1380
1360.0000 -981.678821 269 -22.0525 1360
1340.0000 -979.532033 131 -4.7350 1340
1320.0000 -980.204558 184 17.6402 1320
1300.0000 -980.026739 213 -24.3599 1300
1280.0000 -979.017440 74 -6.0381 1280
1260.0000 -978.355526 83 -5.9998 1260
1240.0000 -976.214557 222 7.9624 1240
1220.0000 -976.150652 85 -4.1081 1220
1200.0000 -974.878591 162 23.8812 1200
1180.0000 -973.250995 162 9.8460 1180
1160.0000 -971.164783 160 2.0546 1160
1140.0000 -969.215476 114 -4.0540 1140
1120.0000 -966.671074 111 -5.5525 1120
1100.0000 -963.952029 258 6.0450 1100
1080.0000 -960.453571 104 13.7585 1080
1060.0000 -957.180032 125 11.9512 1060
1040.0000 -952.598410 147 5.3256 1040
1020.0000 -947.193113 79 -0.1438 1020
1000.0000 -941.881113 96 6.0274 1000
