-11.20 -448.40 0.95
-10.63 -446.67 0.96
-10.10 -446.56 0.97
-9.59 -439.98 0.98
-9.12 -440.54 0.99
-8.67 -414.12 1.00
-8.25 -414.01 1.01
-7.86 -430.74 1.02
-7.48 -428.49 1.03
-7.13 -427.09 1.04
-6.80 -425.42 1.05
-6.48 -423.00 1.06
-6.19 -420.20 1.07
-5.91 -416.18 1.08
-5.64 -416.70 1.09
-5.39 -414.37 1.10
